Graph,Model,Loss Function,n_negative,Learning Rate,lambda,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/AUC_ROC max epoch,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/MRR max epoch,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_50 max epoch,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/AUC_ROC max epoch,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/MRR max epoch,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_50 max epoch,Loss/classifier_loss,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
Cora,n2v,sg_aug,10,0.1,100,events.out.tfevents.1733356144.d1024,30.72377872,439,53.75917053,0,53.75917053,911.8082886,0.984952688,0.985,4,0.24590005,0.2459,4,0.033206832,0.0579,3,0.808309972,0.8213,3,0.11421553,0.1142,4,0.021800948,0.0218,3,0.322240919,2084697600,0.983483315,0.9835,20,0.22787866,0.2279,20,0.05882353,0.0588,20,0.808739424,0.8087,20,0.114263237,0.1143,20,0.027962085,0.028,20
Cora,n2v,sg_aug,1000000000,0.1,1,events.out.tfevents.1733356184.d1024,4.448203325,43,35.62104797,0,35.62104797,73625.10938,0.98635453,0.9864,4,0.191019744,0.191,4,0.039848197,0.0398,4,0.832103848,0.8321,4,0.084780566,0.0848,4,0.018483412,0.0213,2,0.250055104,2084697600,0.986642122,0.9866,2,0.188230813,0.1882,2,0.049335863,0.0493,2,0.831999838,0.832,2,0.082928464,0.0829,2,0.022274882,0.0223,2
PubMed,line,sg,10,0.1,1,events.out.tfevents.1733357256.d1024,44.91762042,11099,69.0775528,172.6938782,241.7714233,10314.13281,0.843111694,0.8431,4,0.131472617,0.1315,4,0.048736461,0.0504,2,0.677942693,0.6779,4,0.056096129,0.0573,3,0.019968411,0.0271,2,0.666192949,395253248,0.856250584,0.8563,20,0.143902466,0.1439,20,0.063853793,0.0639,20,0.686877489,0.6869,20,0.054583058,0.0546,20,0.025665613,0.0257,20
PubMed,line,sg_aug,100,0.1,1,events.out.tfevents.1733357419.d1024,40.22247005,11099,0,0,0,612326.4375,0.949906826,0.9499,4,0.407386154,0.4074,4,0.337206662,0.3372,4,0.731295705,0.7313,4,0.077208772,0.0772,4,0.054490071,0.0545,4,0.245993719,395253248,0.95685029,0.9569,20,0.432853103,0.4329,20,0.383912444,0.3839,20,0.731044829,0.731,20,0.080786698,0.0808,20,0.054715704,0.0547,20
PubMed,line,sg_aug,1000000000,0.1,1,events.out.tfevents.1733357468.d1024,17.34183311,1109,0,0,0,11278.94727,0.931746066,0.9317,4,0.430709869,0.4307,4,0.370825797,0.3841,3,0.708253503,0.7083,4,0.06960506,0.0696,4,0.03457807,0.0346,4,0.143058732,395253248,0.94052887,0.9405,2,0.452254266,0.4523,2,0.416516244,0.4165,2,0.716712892,0.7167,2,0.067474611,0.0675,2,0.038583033,0.0386,2
PubMed,n2v,sg,10,0.1,1,events.out.tfevents.1733356481.d1024,198.0079772,3099,7714.301758,29151.22656,36865.52734,109220.7813,0.993251562,0.9953,3,0.53156352,0.5316,4,0.076150723,0.2608,3,0.84333849,0.8433,4,0.193788379,0.1938,4,0.014440433,0.0752,3,0.200246587,3157455360,0.996567249,0.9966,20,0.530872464,0.5309,20,0.291403443,0.2914,20,0.841109574,0.8411,20,0.187099189,0.1871,20,0.057254061,0.0573,20
PubMed,n2v,sg_aug,100,0.1,100,events.out.tfevents.1733357043.d1024,163.4713089,3099,0,0,0,589001.25,0.973649919,0.9736,4,0.172358036,0.1724,4,0.007220217,0.0072,4,0.765155613,0.7877,2,0.097210422,0.0972,4,0.005302346,0.0053,4,0.143938512,2121478656,0.975657523,0.9757,20,0.172880903,0.1729,20,0.013876353,0.0139,20,0.750224948,0.7502,20,0.094565205,0.0946,20,0.006430505,0.0064,20
PubMed,n2v,sg_aug,1000000000,0.1,1,events.out.tfevents.1733357218.d1024,29.22624707,309,0.021902416,0,0.021902416,488416.1563,0.986212134,0.9862,4,0.276132643,0.2761,4,0.062612817,0.0959,3,0.782343328,0.799,1,0.115530789,0.1155,4,0.016753159,0.0386,3,1.004338741,2121478656,0.98810333,0.9881,2,0.295122981,0.2951,2,0.046931408,0.0469,2,0.771876216,0.7719,2,0.119158722,0.1192,2,0.016019855,0.016,2
ogbl-citation2,n2v,sg,10,0.01,1,events.out.tfevents.1733356227.d1016,3123.967265,8579,130971.6328,630896.75,761868.375,2889299.25,0.981828153,0.9818,4,0.355187148,0.3552,4,0.143262967,0.1556,1,0.975928664,0.9759,4,0.321931601,0.3219,4,0.141496152,0.1448,1,0.378122747,19259922432,0.98182261,0.9818,3,0.356682539,0.3567,3,0.1461384,0.1461,3,0.976532578,0.9765,3,0.323919773,0.3239,3,0.14183104,0.1418,3
ogbl-citation2,n2v,sg_aug,10,0.01,10,events.out.tfevents.1733362646.d1016,2642.976282,8579,16727.14453,0,16727.14453,5536.708984,0.968672574,0.9687,4,0.205848336,0.2058,4,0.053074047,0.0637,1,0.95996809,0.96,4,0.187439218,0.1874,4,0.060441595,0.0604,4,0.463971138,15008634880,0.96860528,0.9686,3,0.206370234,0.2064,3,0.054263476,0.0543,3,0.960495591,0.9605,3,0.187599555,0.1876,3,0.067301035,0.0673,3
ogbl-citation2,n2v,sg_aug,1000000000,0.01,1.00E-06,events.out.tfevents.1733365338.d1016,1920.682772,5719,14777.20605,0,14777.20605,26167980,0.853322625,0.8537,2,0.077129506,0.0771,2,0.020532127,0.0214,2,0.831834137,0.8318,4,0.073966309,0.074,2,0.018615179,0.0204,3,0.923380435,15008634880,0.853713095,0.8537,2,0.077495053,0.0775,2,0.019735323,0.0197,2,0.833999276,0.834,2,0.074723825,0.0747,2,0.017483488,0.0175,2
ogbl-collab,line,sg,10,0.1,1,events.out.tfevents.1733356874.d1006,91.45003343,6054,425.2431641,1589.574219,2014.817383,20273.08594,0.852038383,0.852,4,0.25516808,0.2552,4,0.202416614,0.2024,4,0.711764991,0.7118,4,0.125923678,0.1259,4,0.088864423,0.0889,4,1.023080587,1031576576,0.851690233,0.8517,5,0.258384019,0.2584,5,0.197573394,0.1976,5,0.708684206,0.7087,5,0.12711063,0.1271,5,0.087957866,0.088,5
ogbl-collab,line,sg_aug,10,0.1,10,events.out.tfevents.1733357197.d1006,84.58209181,6054,0.001851708,0,0.001851708,17276.0332,0.929950535,0.93,4,0.338410348,0.3384,4,0.269888818,0.2699,4,0.764482319,0.7651,2,0.17797935,0.178,4,0.133954972,0.134,4,0.592476189,1031576576,0.930443943,0.9304,5,0.339095831,0.3391,5,0.258221805,0.2582,5,0.763278902,0.7633,5,0.177878767,0.1779,5,0.125105217,0.1251,5
ogbl-collab,line,sg_aug,1000000000,0.1,1,events.out.tfevents.1733357291.d1006,60.83558154,2421,262.8357544,0,262.8357544,48008.17578,0.913099885,0.9131,4,0.39026925,0.3903,4,0.313144922,0.3269,3,0.78221786,0.7822,4,0.195895344,0.1959,4,0.137386948,0.1449,3,0.621116698,1031576576,0.912739933,0.9127,2,0.388186544,0.3882,2,0.316773176,0.3168,2,0.782983601,0.783,2,0.195856199,0.1959,2,0.142588869,0.1426,2
ogbl-collab,n2v,sg,10,0.1,1,events.out.tfevents.1733356109.d1006,300.7351515,1154,237596.0938,1180352,1417948.125,4753.194336,0.99563998,0.9956,4,0.561066568,0.5611,4,0.401055187,0.4011,4,0.945111156,0.9451,4,0.368576497,0.3686,4,0.240691572,0.2407,4,0.202533156,13258560512,0.995380104,0.9954,5,0.561681867,0.5617,5,0.394847214,0.3948,5,0.944207788,0.9442,5,0.368280977,0.3683,5,0.231496468,0.2315,5
ogbl-collab,n2v,sg_aug,10,0.1,100,events.out.tfevents.1733356435.d1006,273.0761113,1154,53822.55859,0,53822.55859,1252.722778,0.996488392,0.9967,3,0.561898589,0.5619,4,0.296434999,0.3521,2,0.963596821,0.9638,3,0.36159274,0.3616,4,0.171382934,0.2092,2,0.220455244,9006739456,0.996484756,0.9965,5,0.571551383,0.5716,5,0.310831487,0.3108,5,0.964076817,0.9641,5,0.366675854,0.3667,5,0.17971465,0.1797,5
ogbl-collab,n2v,sg_aug,1000000000,0.1,1,events.out.tfevents.1733356720.d1006,140.4446764,461,398.6264648,0,398.6264648,6379741,0.9844172,0.9844,3,0.398175627,0.3982,4,0.190433383,0.2366,3,0.929199815,0.9298,3,0.255910754,0.2559,4,0.11569427,0.1433,3,0.227346674,9006739456,0.984916925,0.9849,2,0.402179152,0.4022,2,0.207426265,0.2074,2,0.92753005,0.9275,2,0.260166764,0.2602,2,0.121414229,0.1214,2
ogbl-ppa,line,sg,10,0.01,1,events.out.tfevents.1733362030.d1015,3224.472973,133274,129.3598022,9391.882813,9521.242188,2355966.5,0.923409402,0.9234,4,,,,0.009626129,0.0096,4,0.904873908,0.9049,4,,,,0.011615948,0.012,2,0.562806487,8001003008,0.923690975,0.9237,5,,,,0.009302338,0.0093,5,0.905300617,0.9053,5,,,,0.01025701,0.0103,5
ogbl-ppa,line,sg_aug,10,0.01,10,events.out.tfevents.1733373041.d1015,2963.916256,133274,0.089880675,0,0.089880675,167.4049835,0.921291053,0.9213,4,,,,0.02899055,0.029,4,0.894217372,0.8942,4,,,,0.025546707,0.0304,1,0.625696659,8001003008,0.921846867,0.9218,5,,,,0.026836179,0.0268,5,0.894802511,0.8948,5,,,,0.027262531,0.0273,5
ogbl-ppa,line,sg_aug,1000000000,0.01,1,events.out.tfevents.1733376019.d1015,1952.61329,53309,0.174575895,0,0.174575895,1901677.375,0.950655043,0.9507,4,,,,0.021252897,0.025,2,0.929092824,0.9291,4,,,,0.021608757,0.0264,2,0.502376556,8001003008,0.951679766,0.9517,2,,,,0.020607954,0.0206,2,0.930477142,0.9305,2,,,,0.020509733,0.0205,2
ogbl-ppa,n2v,sg,10,0.01,1,events.out.tfevents.1733356153.d1015,2099.796481,2814,1265357.25,2408298.5,3673655.75,2357.231934,0.996679664,0.9968,2,,,,0.063429125,0.0874,1,0.995381534,0.9955,2,,,,0.067749634,0.079,2,0.132083982,14515104768,0.99668932,0.9967,5,,,,0.065502673,0.0655,5,0.995446146,0.9954,5,,,,0.071703091,0.0717,5
ogbl-ppa,n2v,sg_aug,10,0.01,100,events.out.tfevents.1733358326.d1015,2039.808682,2814,602768.5,0,602768.5,644.4633179,0.987895966,0.9879,4,,,,9.93E-05,0.001,2,0.985437095,0.9854,4,,,,6.79E-05,0.0005,1,0.230907857,10264299520,0.988076031,0.9881,5,,,,0.000100947,0.0001,5,0.985655844,0.9857,5,,,,6.53E-05,0.0001,5
ogbl-ppa,n2v,sg_aug,1000000000,0.01,1,events.out.tfevents.1733360408.d1015,1588.327834,1125,3919.968018,0,3919.968018,9666707,0.767647088,0.7709,1,,,,0.012875745,0.0138,3,0.762213409,0.7657,1,,,,0.013121334,0.0139,3,1.091308832,10264299520,0.769439876,0.7694,2,,,,0.0133691,0.0134,2,0.764170587,0.7642,2,,,,0.013219627,0.0132,2
